IEBCWd_No,Ward,Const_CODE,Constituen,County_COD,County,Male,Female,Total_POP,Region
1,PORT REITZ,1,CHANGAMWE,1,MOMBASA,17661,16118,33779,COAST
2,KIPEVU,1,CHANGAMWE,1,MOMBASA,15078,13050,28128,COAST
3,AIRPORT,1,CHANGAMWE,1,MOMBASA,15796,13866,29662,COAST
4,CHANGAMWE,1,CHANGAMWE,1,MOMBASA,5584,5429,11013,COAST
5,CHAANI,1,CHANGAMWE,1,MOMBASA,16190,13920,30110,COAST
6,JOMVU KUU,2,JOMVU,1,MOMBASA,19973,18803,38776,COAST
7,MIRITINI,2,JOMVU,1,MOMBASA,13643,12291,25934,COAST
8,MIKINDANI,2,JOMVU,1,MOMBASA,27305,25472,52777,COAST
9,MJAMBERE,3,KISAUNI,1,MOMBASA,14105,13180,27285,COAST
10,JUNDA,3,KISAUNI,1,MOMBASA,20949,18483,39432,COAST
11,BAMBURI,3,KISAUNI,1,MOMBASA,13373,11545,24918,COAST
12,MWAKIRUNGE,3,KISAUNI,1,MOMBASA,4322,4607,8929,COAST
13,MTOPANGA,3,KISAUNI,1,MOMBASA,13398,13205,26603,COAST
14,MAGOGONI,3,KISAUNI,1,MOMBASA,14509,14321,28830,COAST
15,SHANZU,3,KISAUNI,1,MOMBASA,19410,18657,38067,COAST
16,FRERE TOWN,4,NYALI,1,MOMBASA,20750,20928,41678,COAST
17,ZIWA LA NG'OMBE,4,NYALI,1,MOMBASA,22618,19569,42187,COAST
18,MKOMANI,4,NYALI,1,MOMBASA,15905,14671,30576,COAST
19,KONGOWEA,4,NYALI,1,MOMBASA,18635,14782,33417,COAST
20,KADZANDANI,4,NYALI,1,MOMBASA,18930,19203,38133,COAST
21,MTONGWE,5,LIKONI,1,MOMBASA,15105,13063,28168,COAST
22,SHIKA ADABU,5,LIKONI,1,MOMBASA,13141,12895,26036,COAST
23,BOFU,5,LIKONI,1,MOMBASA,15740,13414,29154,COAST
24,LIKONI,5,LIKONI,1,MOMBASA,11445,10194,21639,COAST
25,TIBWANI,5,LIKONI,1,MOMBASA,32223,28788,61011,COAST
26,MJI WA KALE/MAKADARA,6,MVITA,1,MOMBASA,12390,13485,25875,COAST
27,TUDOR,6,MVITA,1,MOMBASA,16759,15341,32100,COAST
28,TONONOKA,6,MVITA,1,MOMBASA,13630,13883,27513,COAST
29,SHIMANZI/GANJONI,6,MVITA,1,MOMBASA,9598,9208,18806,COAST
30,MAJENGO,6,MVITA,1,MOMBASA,18759,20075,38834,COAST
31,GOMBATO BOGWE,7,MSABWENI,2,KWALE,17607,17239,34846,COAST
32,UKUNDA,7,MSAMBWENI,2,KWALE,19897,18732,38629,COAST
33,KINONDO,7,MSAMBWENI,2,KWALE,11938,10919,22857,COAST
34,RAMISI,7,MSAMBWENI,2,KWALE,19129,19578,38707,COAST
35,PONGWE/KIKONENI,8,LUNGA LUNGA,2,KWALE,20069,21029,41098,COAST
36,DZOMBO,8,LUNGA LUNGA,2,KWALE,19489,22020,41509,COAST
37,MWERENI,8,LUNGA LUNGA,2,KWALE,16556,18072,34628,COAST
38,VANGA,8,LUNGA LUNGA,2,KWALE,17621,18498,36119,COAST
39,TSIMBA GOLINI,9,MATUGA,2,KWALE,16451,17551,34002,COAST
40,WAA,9,MATUGA,2,KWALE,18858,18925,37783,COAST
41,TIWI,9,MATUGA,2,KWALE,9607,9802,19409,COAST
42,KUBO SOUTH,9,MATUGA,2,KWALE,11747,11719,23466,COAST
43,MKONGANI,9,MATUGA,2,KWALE,17657,19661,37318,COAST
44,NDAVAYA,10,KINANGO,2,KWALE,13288,14528,27816,COAST
45,PUMA,10,KINANGO,2,KWALE,9555,10305,19860,COAST
46,KINANGO,10,KINANGO,2,KWALE,15471,17100,32571,COAST
47,MACKINON ROAD,10,KINANGO,2,KWALE,14993,16135,31128,COAST
48,CHENGONI/SAMBURU,10,KINANGO,2,KWALE,15127,17514,32641,COAST
49,MWABILA,10,KINANGO,2,KWALE,15092,16810,31902,COAST
50,KASEMENI,10,KINANGO,2,KWALE,15842,17800,33642,COAST
51,TEZO,11,KILIFI NORTH,3,KILIFI,12563,12982,25545,COAST
52,SOKONI,11,KILIFI NORTH,3,KILIFI,17014,18013,35027,COAST
53,KIBARANI,11,KILIFI NORTH,3,KILIFI,11952,12540,24492,COAST
54,DABASO,11,KILIFI NORTH,3,KILIFI,14670,14933,29603,COAST
55,MATSANGONI,11,KILIFI NORTH,3,KILIFI,16406,17157,33563,COAST
56,WATAMU,11,KILIFI NORTH,3,KILIFI,13156,12826,25982,COAST
57,MNARANI,11,KILIFI NORTH,3,KILIFI,16352,17023,33375,COAST
58,JUNJU,12,KILIFI SOUTH,3,KILIFI,15592,16160,31752,COAST
59,MWARAKAYA,12,KILIFI SOUTH,3,KILIFI,11545,13527,25072,COAST
60,SHIMO LA TEWA,12,KILIFI SOUTH,3,KILIFI,25243,25603,50846,COAST
61,CHASIMBA,12,KILFI SOUTH,3,KILIFI,13710,15584,29294,COAST
62,MTEPENI,12,KILIFI SOUTH,3,KILIFI,17364,17279,34643,COAST
63,MARIAKANI,13,KALOLENI,3,KILIFI,21497,21702,43199,COAST
64,KAYAFUNGO,13,KALOLENI,3,KILIFI,16055,18985,35040,COAST
65,KALOLENI,13,KALOLENI,3,KILIFI,26589,29437,56026,COAST
66,MWANAMWINGA,13,KALOLENI,3,KILIFI,9808,11666,21474,COAST
67,MWAWESA,14,RABAI,3,KILIFI,6907,8114,15021,COAST
68,RURUMA,14,RABAI,3,KILIFI,10180,11529,21709,COAST
69,KAMBE/RIBE,14,RABAI,3,KILIFI,8536,8775,17311,COAST
70,RABAI/KISURUTINI,14,RABAI,3,KILIFI,20787,22357,43144,COAST
71,GANZE,15,GANZE,3,KILIFI,14200,17133,31333,COAST
72,BAMBA,15,GANZE,3,KILIFI,17205,20625,37830,COAST
73,JARIBUNI,15,GANZE,3,KILIFI,11592,13366,24958,COAST
74,SOKOKE,15,GANZE,3,KILIFI,20052,23491,43543,COAST
75,JILORE,16,MALINDI,3,KILIFI,8239,9258,17497,COAST
76,KAKUYUNI,16,MALINDI,3,KILIFI,8607,9358,17965,COAST
77,GANDA,16,MALINDI,3,KILIFI,16184,16378,32562,COAST
78,MALINDI TOWN,16,MALINDI,3,KILIFI,25574,25680,51254,COAST
79,SHELLA,16,MALINDI,3,KILIFI,21478,21956,43434,COAST
80,MARAFA,17,MAGARINI,3,KILIFI,8177,8670,16847,COAST
81,MAGARINI,17,MAGARINI,3,KILIFI,19654,21040,40694,COAST
82,GONGONI,17,MAGARINI,3,KILIFI,16974,17623,34597,COAST
83,ADU,17,MAGARINI,3,KILIFI,20931,22074,43005,COAST
84,GARASHI,17,MAGARINI,3,KILIFI,12238,13543,25781,COAST
85,SABAKI,17,MAGARINI,3,KILIFI,8500,7817,16317,COAST
86,KIPINI EAST,18,GARSEN,4,TANA RIVER,9913,9664,19577,COAST
87,GARSEN SOUTH,18,GARSEN,4,TANA RIVER,8029,7990,16019,COAST
88,KIPINI WEST,18,GARSEN,4,TANA RIVER,9383,8616,17999,COAST
89,GARSEN CENTRAL,18,GARSEN,4,TANA RIVER,7543,7309,14852,COAST
90,GARSEN WEST,18,GARSEN,4,TANA RIVER,5208,5508,10716,COAST
91,GARSEN NORTH,18,GARSEN,4,TANA RIVER,8625,8876,17501,COAST
92,KINAKOMBA,19,GALOLE,4,TANA RIVER,6602,7034,13636,COAST
93,MIKINDUNI,19,GALOLE,4,TANA RIVER,4711,4857,9568,COAST
94,CHEWANI,19,GALOLE,4,TANA RIVER,11692,12509,24201,COAST
95,WAYU,19,GALOLE,4,TANA RIVER,6464,6997,13461,COAST
96,CHEWELE,20,BURA,4,TANA RIVER,8068,8335,16403,COAST
97,HIRIMANI,20,BURA,4,TANA RIVER,7742,7641,15383,COAST
98,BANGALE,20,BURA,4,TANA RIVER,7180,6925,14105,COAST
99,SALA,20,BURA,4,TANA RIVER,5438,4932,10370,COAST
100,MADOGO,20,BURA,4,TANA RIVER,13259,13025,26284,COAST
101,FAZA,21,LAMU EAST,5,LAMU,6762,6762,13524,COAST
102,KIUNGA,21,LAMU EAST,5,LAMU,2310,1955,4265,COAST
103,BASUBA,21,LAMU EAST,5,LAMU,542,510,1052,COAST
104,SHELLA,22,LAMU WEST,5,LAMU,1882,1392,3274,COAST
105,MKOMAMI,22,LAMU WEST,5,LAMU,9660,9432,19092,COAST
106,HINDI,22,LAMU WEST,5,LAMU,6021,4679,10700,COAST
107,MKUNUMBI,22,LAMU WEST,5,LAMU,6232,5492,11724,COAST
108,HONGWE,22,LAMU WEST,5,LAMU,4748,4349,9097,COAST
109,WITU,22,LAMU WEST,5,LAMU,6740,6365,13105,COAST
110,BAHARI,22,LAMU WEST,5,LAMU,8148,7558,15706,COAST
111,CHALA,23,TAVETA,6,TAITA TAVETA,9431,8634,18065,COAST
112,MAHOO,23,TAVETA,6,TAITA TAVETA,4105,4194,8299,COAST
113,BOMANI,23,TAVETA,6,TAITA TAVETA,5867,5515,11382,COAST
114,MBOGHONI,23,TAVETA,6,TAITA TAVETA,10736,9912,20648,COAST
115,MATA,23,TAVETA,6,TAITA TAVETA,4880,4391,9271,COAST
116,WUNDANYI/MBALE,24,WUNDANYI,6,TAITA TAVETA,9887,9781,19668,COAST
117,WERUGHA,24,WUNDANYI,6,TAITA TAVETA,4395,4281,8676,COAST
118,WUMIGU/KISHUSHE,24,WUNDANYI,6,TAITA TAVETA,9247,7687,16934,COAST
119,MWANDA/MGANGE,24,WUNDANYI,6,TAITA TAVETA,6490,6832,13322,COAST
120,RONGE,25,MWATATE,6,TAITA TAVETA,5424,5381,10805,COAST
121,MWATATE,25,MWATATE,6,TAITA TAVETA,7444,7064,14508,COAST
122,BURA,25,MWATATE,6,TAITA TAVETA,8239,8646,16885,COAST
123,CHAWIA,25,MWATATE,6,TAITA TAVETA,7314,6841,14155,COAST
124,WUSI/KISHAMBA,25,MWATATE,6,TAITA TAVETA,6491,6791,13282,COAST
125,MBOLOLO,26,VOI,6,TAITA TAVETA,12990,13001,25991,COAST
126,SAGALA,26,VOI,6,TAITA TAVETA,6255,5775,12030,COAST
127,KALOLENI,26,VOI,6,TAITA TAVETA,10998,9420,20418,COAST
128,MAUNGU,26,VOI,6,TAITA TAVETA,4403,4354,8757,COAST
129,KASIGAU,26,VOI,6,TAITA TAVETA,6784,6902,13686,COAST
130,NGOLIA,26,VOI,6,TAITA TAVETA,3953,3922,7875,COAST
131,TOWNSHIP,27,GARISSA TOWNSHIP,7,GARISSA,10343,10274,20617,NORTH EASTERN
132,GALBET,27,GARISSA TOWNSHIP,7,GARISSA,22371,20873,43244,NORTH EASTERN
133,TOWNSHIP,27,GARISSA TOWNSHIP,7,GARISSA,11596,10753,22349,NORTH EASTERN
134,TOWNSHIP,27,GARISSA TOWNSHIP,7,GARISSA,16160,14583,30743,NORTH EASTERN
135,BALAMBALA,28,BALAMBALA,7,GARISSA,11497,8832,20329,NORTH EASTERN
136,DANYERE,28,BALAMBALA,7,GARISSA,14057,10763,24820,NORTH EASTERN
137,JARAJARA,28,BALAMBALA,7,GARISSA,4028,3328,7356,NORTH EASTERN
138,SAKA,28,BALAMBALA,7,GARISSA,5359,4526,9885,NORTH EASTERN
139,SANKURI,28,BALAMBALA,7,GARISSA,5796,4923,10719,NORTH EASTERN
140,MODOGASHE,29,LAGDERA,7,GARISSA,15752,13125,28877,NORTH EASTERN
141,BENANE,29,LAGDERA,7,GARISSA,7276,5857,13133,NORTH EASTERN
142,GOREALE,29,LAGDERA,7,GARISSA,6089,4143,10232,NORTH EASTERN
143,MAALAMIN,29,LAGDERA,7,GARISSA,6045,4732,10777,NORTH EASTERN
144,SABENA,29,LAGDERA,7,GARISSA,11202,8637,19839,NORTH EASTERN
145,BARAKI,29,LAGDERA,7,GARISSA,5411,4367,9778,NORTH EASTERN
146,DERTU,30,DADAAB,7,GARISSA,8344,6669,15013,NORTH EASTERN
147,DADAAB,30,DADAAB,7,GARISSA,31725,28665,60390,NORTH EASTERN
148,LABISIGALE,30,DADAAB,7,GARISSA,23134,20607,43741,NORTH EASTERN
149,DAMAJALE,30,DADAAB,7,GARISSA,5094,4375,9469,NORTH EASTERN
150,LIBOI,30,DADAAB,7,GARISSA,6037,5403,11440,NORTH EASTERN
151,ABAKAILE,30,DADAAB,7,GARISSA,7051,5383,12434,NORTH EASTERN
152,BURA,31,FAFI,7,GARISSA,2748,2568,5316,NORTH EASTERN
153,DEKAHARIA,31,FAFI,7,GARISSA,5238,4284,9522,NORTH EASTERN
154,JARAJILA,31,FAFI,7,GARISSA,35725,32212,67937,NORTH EASTERN
155,FAFI,31,FAFI,7,GARISSA,2707,2401,5108,NORTH EASTERN
156,NANIGHI,31,FAFI,7,GARISSA,3992,3337,7329,NORTH EASTERN
157,HULUGHO,32,IJARA,7,GARISSA,11231,9722,20953,NORTH EASTERN
158,SANGAILU,32,IJARA,7,GARISSA,13242,10038,23280,NORTH EASTERN
159,IJARA,32,IJARA,7,GARISSA,8671,7384,16055,NORTH EASTERN
160,MASALANI,32,IJARA,7,GARISSA,17020,15355,32375,NORTH EASTERN
161,GURAR,33,WAJIR NORTH,8,WAJIR,10763,9671,20434,NORTH EASTERN
162,BUTE,33,WAJIR NORTH,8,WAJIR,15039,11698,26737,NORTH EASTERN
163,KORONDILE,33,WAJIR NORTH,8,WAJIR,11323,9644,20967,NORTH EASTERN
164,MALKAGUFU,33,WAJIR NORTH,8,WAJIR,3171,2715,5886,NORTH EASTERN
165,BATALU,33,WAJIR NORTH,8,WAJIR,9366,7968,17334,NORTH EASTERN
166,DANABA,33,WAJIR NORTH,8,WAJIR,16319,14116,30435,NORTH EASTERN
167,GODOMA,33,WAJIR NORTH,8,WAJIR,7652,6060,13712,NORTH EASTERN
168,WAGBERI,34,WAJIR EAST,8,WAJIR,12480,10901,23381,NORTH EASTERN
169,TOWNSHIP,34,WAJIR EAST,8,WAJIR,15476,13873,29349,NORTH EASTERN
170,BARWAQO,34,WAJIR EAST,8,WAJIR,15726,14344,30070,NORTH EASTERN
171,KHOROF/HARAR,34,WAJIR EAST,8,WAJIR,16300,13472,29772,NORTH EASTERN
172,ELBEN,35,TARBAJ,8,WAJIR,14929,12085,27014,NORTH EASTERN
173,SARMAN,35,TARBAJ,8,WAJIR,14611,11453,26064,NORTH EASTERN
174,TARBAJ,35,TARBAJ,8,WAJIR,16119,12700,28819,NORTH EASTERN
175,WARGADUD,35,TARBAJ,8,WAJIR,16444,13505,29949,NORTH EASTERN
176,ARBAJAHAN,36,WAJIR WEST,8,WAJIR,12349,9401,21750,NORTH EASTERN
177,HADADO/ATHIBOHOL,36,WAJIR WEST,8,WAJIR,10882,8382,19264,NORTH EASTERN
178,ADEMASAJIDE,36,WAJIR WEST,8,WAJIR,14561,11655,26216,NORTH EASTERN
179,GANYURE,36,WAJIR WEST,8,WAJIR,8072,6770,14842,NORTH EASTERN
180,WAGALLA,36,WAJIR WEST,8,WAJIR,4848,4223,9071,NORTH EASTERN
181,ELDAS,37,ELDAS,8,WAJIR,10923,8399,19322,NORTH EASTERN
182,DELLA,37,ELDAS,8,WAJIR,12511,8569,21080,NORTH EASTERN
183,ELNUR/TULA TULA,37,ELDAS,8,WAJIR,22476,17927,40403,NORTH EASTERN
184,BENANE,38,WAJIR SOUTH,8,WAJIR,13236,11306,24542,NORTH EASTERN
185,BUR-DER,38,WAJIR SOUTH,8,WAJIR,5696,4922,10618,NORTH EASTERN
186,DADAJA BULLA,38,WAJIR SOUTH,8,WAJIR,4823,3870,8693,NORTH EASTERN
187,HABASWEIN,38,WAJIR SOUTH,8,WAJIR,14998,12970,27968,NORTH EASTERN
188,LAGBOGHOL SOUTH,38,WAJIR SOUTH,8,WAJIR,12506,10125,22631,NORTH EASTERN
189,IBRAHIM URE,38,WAJIR SOUTH,8,WAJIR,11120,8806,19926,NORTH EASTERN
190,DIFF,38,WAJIR SOUTH,8,WAJIR,9056,6636,15692,NORTH EASTERN
191,TAKABA SOUTH,39,MANDERA WEST,9,MANDERA,22818,19739,42557,NORTH EASTERN
192,TAKABA,39,MANDERA WEST,9,MANDERA,18265,15277,33542,NORTH EASTERN
193,LAGHSURE,39,MANDERA WEST,9,MANDERA,7735,7102,14837,NORTH EASTERN
194,DANDU,39,MANDERA WEST,9,MANDERA,20769,16725,37494,NORTH EASTERN
195,GITHER,39,MANDERA WEST,9,MANDERA,17660,15611,33271,NORTH EASTERN
196,BANISSA,40,BANISSA,9,MANDERA,23908,20593,44501,NORTH EASTERN
197,DERKHALE,40,BANISSA,9,MANDERA,17780,14298,32078,NORTH EASTERN
198,GUBA,40,BANISSA,9,MANDERA,11472,8596,20068,NORTH EASTERN
199,MALKAMARI,40,BANISSA,9,MANDERA,15801,11801,27602,NORTH EASTERN
200,KILIWAHERI,40,BANISSA,9,MANDERA,18604,15221,33825,NORTH EASTERN
201,ASHABITO,41,MANDERA NORTH,9,MANDERA,23987,19462,43449,NORTH EASTERN
202,GUTICHA,41,MANDERA NORTH,9,MANDERA,18978,14680,33658,NORTH EASTERN
203,MAROTHILE,41,MANDERA NORTH,9,MANDERA,7650,5900,13550,NORTH EASTERN
204,RHAMU,41,MANDERA NORTH,9,MANDERA,24401,18021,42422,NORTH EASTERN
205,RHAMU DIMTU,41,MANDERA NORTH,9,MANDERA,19953,16643,36596,NORTH EASTERN
206,WARGADUD,42,MANDERA SOUTH,9,MANDERA,16461,13938,30399,NORTH EASTERN
207,KOTULO,42,MANDERA SOUTH,9,MANDERA,36254,34075,70329,NORTH EASTERN
208,ELWAK SOUTH,42,MANDERA SOUTH,9,MANDERA,40209,35061,75270,NORTH EASTERN
209,ELWAK NORTH,42,MANDERA SOUTH,9,MANDERA,14170,13177,27347,NORTH EASTERN
210,SHAMBIR FATUMA,42,MANDERA SOUTH,9,MANDERA,23514,20760,44274,NORTH EASTERN
211,ARABIA,43,MANDERA EAST,9,MANDERA,15378,11891,27269,NORTH EASTERN
212,BULLA MPYA,43,MANDERA EAST,9,MANDERA,19256,17538,36794,NORTH EASTERN
213,KHALALIO,43,MANDERA EAST,9,MANDERA,7518,6304,13822,NORTH EASTERN
214,NEBOI,43,MANDERA EAST,9,MANDERA,6451,5847,12298,NORTH EASTERN
215,TOWNSHIP,43,MANDERA EAST,9,MANDERA,23909,21449,45358,NORTH EASTERN
216,LIBEHIA,44,LAFEY,9,MANDERA,27713,21385,49098,NORTH EASTERN
217,FINO,44,LAFEY,9,MANDERA,9361,7271,16632,NORTH EASTERN
218,LAFEY,44,LAFEY,9,MANDERA,27022,21637,48659,NORTH EASTERN
219,WARANKARA,44,LAFEY,9,MANDERA,14033,10586,24619,NORTH EASTERN
220,ALANGO GOF,44,LAFEY,9,MANDERA,8908,5230,14138,NORTH EASTERN
221,BUTIYE,45,MOYALE,10,MARSABIT,9280,8262,17542,EASTERN
222,SOLOLO,45,MOYALE,10,MARSABIT,4210,4090,8300,EASTERN
223,HEILLU/MANYATTA,45,MOYALE,10,MARSABIT,11077,10075,21152,EASTERN
224,GOLBO,45,MOYALE,10,MARSABIT,15365,13796,29161,EASTERN
225,MOYALE TOWNSHIP,45,MOYALE,10,MARSABIT,6295,6400,12695,EASTERN
226,URAN,45,MOYALE,10,MARSABIT,5284,4470,9754,EASTERN
227,OBBU,45,MOYALE,10,MARSABIT,2778,2417,5195,EASTERN
228,DUKANA,46,NORTH HORR,10,MARSABIT,10576,8052,18628,EASTERN
229,MAIKONA,46,NORTH HORR,10,MARSABIT,10157,9068,19225,EASTERN
230,TURBI,46,NORTH HORR,10,MARSABIT,5593,4743,10336,EASTERN
231,NORTH HORR,46,NORTH HORR,10,MARSABIT,9736,7481,17217,EASTERN
232,ILLERET,46,NORTH HORR,10,MARSABIT,5255,4535,9790,EASTERN
233,SAGANTE/JALDESA,47,SAKU,10,MARSABIT,8386,8372,16758,EASTERN
234,KARARE,47,SAKU,10,MARSABIT,4421,4539,8960,EASTERN
235,MARSABIT CENTRAL,47,SAKU,10,MARSABIT,10498,10286,20784,EASTERN
236,LOIYANGALANI,48,LAISAMIS,10,MARSABIT,8207,8151,16358,EASTERN
237,KARGI/SOUTH HORR,48,LAISAMIS,10,MARSABIT,4682,5071,9753,EASTERN
238,KORR/NGURUNIT,48,LAISAMIS,10,MARSABIT,10337,10968,21305,EASTERN
239,LOGOLOGO,48,LAISAMIS,10,MARSABIT,2586,2558,5144,EASTERN
240,LAISAMIS,48,LAISAMIS,10,MARSABIT,6387,6722,13109,EASTERN
241,WABERA,49,ISIOLO NORTH,11,ISIOLO,8764,8667,17431,EASTERN
242,BULA PESA,49,ISIOLO NORTH,11,ISIOLO,11148,11574,22722,EASTERN
243,CHARI,49,ISIOLO NORTH,11,ISIOLO,2418,2363,4781,EASTERN
244,CHERAB,49,ISIOLO NORTH,11,ISIOLO,7790,7770,15560,EASTERN
245,NGARE MARA,49,ISIOLO NORTH,11,ISIOLO,3110,2410,5520,EASTERN
246,BURAT,49,ISIOLO NORTH,11,ISIOLO,9603,9171,18774,EASTERN
247,OLDONYIRO,49,ISIOLO NORTH,11,ISIOLO,7546,7842,15388,EASTERN
248,GARBATULLA,50,ISIOLO SOUTH,11,ISIOLO,8671,7730,16401,EASTERN
249,KINNA,50,ISIOLO SOUTH,11,ISIOLO,8124,6494,14618,EASTERN
250,SERICHO,50,ISIOLO SOUTH,11,ISIOLO,6519,5580,12099,EASTERN
251,MAUA,51,IGEMBE SOUTH,12,MERU,10956,11661,22617,EASTERN
252,KIEGU/ANTUBOCHIU,51,IGEMBE SOUTH,12,MERU,15782,16503,32285,EASTERN
253,ATHIRU GAITI,51,IGEMBE SOUTH,12,MERU,13488,13243,26731,EASTERN
254,AKACHIU,51,IGEMBE SOUTH,12,MERU,13251,13417,26668,EASTERN
255,KANUNI,51,IGEMBE SOUTH,12,MERU,13337,12912,26249,EASTERN
256,AKIRANG'ONDU,52,IGEMBE CENTRAL,12,MERU,15385,16041,31426,EASTERN
257,ATHIRU RUUJINE,52,IGEMBE CENTRAL,12,MERU,22073,22002,44075,EASTERN
258,IGEMBE EAST,52,IGEMBE CENTRAL,12,MERU,22699,21790,44489,EASTERN
259,NJIA,52,IGEMBE CENTRAL,12,MERU,20863,21896,42759,EASTERN
260,KANGETA,52,IGEMBE CENTRAL,12,MERU,15248,15395,30643,EASTERN
261,ANTUAMBUI,53,IGEMBE NORTH,12,MERU,14426,14805,29231,EASTERN
262,NTUNENE,53,IGEMBE NORTH,12,MERU,9590,9970,19560,EASTERN
263,ANTUBETWE KIONGO,53,IGEMBE NORTH,12,MERU,15938,16266,32204,EASTERN
264,NAATHU,53,IGEMBE NORTH,12,MERU,14381,15174,29555,EASTERN
265,AMWATHI,53,IGEMBE NORTH,12,MERU,21541,22723,44264,EASTERN
266,ATHWANA,54,TIGANIA WEST,12,MERU,8440,9687,18127,EASTERN
267,AKITHII,54,TIGANIA WEST,12,MERU,16567,19079,35646,EASTERN
268,KIANJAI,54,TIGANIA WEST,12,MERU,17682,19192,36874,EASTERN
269,NKOMO,54,TIGANIA WEST,12,MERU,11945,12416,24361,EASTERN
270,MBEU,54,TIGANIA WEST,12,MERU,10347,10625,20972,EASTERN
271,THANGATHA,55,TIGANIA EAST,12,MERU,19864,20326,40190,EASTERN
272,MIKINDURI,55,TIGANIA EAST,12,MERU,16646,17150,33796,EASTERN
273,KIGUCHWA,55,TIGANIA EAST,12,MERU,9285,9887,19172,EASTERN
274,MUTHARA,55,TIGANIA EAST,12,MERU,18117,20911,39028,EASTERN
275,KARAMA,55,TIGANIA EAST,12,MERU,12285,12775,25060,EASTERN
276,MUNICIPALITY,56,NORTH IMENTI,12,MERU,13759,14101,27860,EASTERN
277,NTIMA EAST,56,NORTH IMENTI,12,MERU,10249,10734,20983,EASTERN
278,NTIMA WEST,56,NORTH IMENTI,12,MERU,16653,17113,33766,EASTERN
279,NYAKI WEST,56,NORTH IMENTI,12,MERU,17996,17579,35575,EASTERN
280,NYAKI EAST,56,NORTH IMENTI,12,MERU,15660,15300,30960,EASTERN
281,TIMAU,57,BUURI,12,MERU,17443,16951,34394,EASTERN
282,KISIMA,57,BUURI,12,MERU,15439,14246,29685,EASTERN
283,KIIRUA/NAARI,57,BUURI,12,MERU,13573,13726,27299,EASTERN
284,RUIRI/RWARERA,57,BUURI,12,MERU,9140,9285,18425,EASTERN
285,MWANGANTHIA,58,CENTRAL IMENTI,12,MERU,12316,12477,24793,EASTERN
286,ABOTHUGUCHI CENTRAL,58,CENTRAL IMENTI,12,MERU,16906,17075,33981,EASTERN
287,ABOTHUGUCHI WEST,58,CENTRAL IMENTI,12,MERU,17707,18194,35901,EASTERN
288,KIAGU,58,CENTRAL IMENTI,12,MERU,11157,11086,22243,EASTERN
289,KIBIRICHIA,57,BUURI,12,MERU,12230,12620,24850,EASTERN
290,MITUNGUU,59,SOUTH IMENTI,12,MERU,10825,10010,20835,EASTERN
291,IGOJI EAST,59,SOUTH IMENTI,12,MERU,14549,14366,28915,EASTERN
292,IGOJI WEST,59,SOUTH IMENTI,12,MERU,10084,10328,20412,EASTERN
293,ABOGETA EAST,59,SOUTH IMENTI,12,MERU,17077,16771,33848,EASTERN
294,ABOGETA WEST,59,SOUTH IMENTI,12,MERU,15040,15298,30338,EASTERN
295,NKUENE,59,SOUTH IMENTI,12,MERU,22717,22539,45256,EASTERN
296,MITHERU,60,MAARA,13,THARAKA-NITHI,7586,7723,15309,EASTERN
297,MUTHAMBI,60,MAARA,13,THARAKA-NITHI,9651,9722,19373,EASTERN
298,MWIMBI,60,MAARA,13,THARAKA-NITHI,11463,11472,22935,EASTERN
299,GANGA,60,MAARA,13,THARAKA-NITHI,8643,8844,17487,EASTERN
300,CHOGORIA,60,MAARA,13,THARAKA-NITHI,16044,15977,32021,EASTERN
301,MARIANI,61,CHUKA/IGAMBANG'OMBE,13,THARAKA-NITHI,6967,7156,14123,EASTERN
302,KARINGANI,61,CHUKA/IGAMBANG'OMBE,13,THARAKA-NITHI,11248,11893,23141,EASTERN
303,MAGUMONI,61,CHUKA/IGAMBANG'OMBE,13,THARAKA-NITHI,17826,18672,36498,EASTERN
304,MUGWE,61,CHUKA/IGAMBANG'OMBE,13,THARAKA-NITHI,11762,12423,24185,EASTERN
305,IGAMBANG'OMBE,61,CHUKA/IGAMBANG'OMBE,13,THARAKA-NITHI,14374,15786,30160,EASTERN
306,GATUNGA,62,THARAKA,13,THARAKA-NITHI,12509,13194,25703,EASTERN
307,MUKOTHIMA,62,THARAKA,13,THARAKA-NITHI,11729,12544,24273,EASTERN
308,NKONDI,62,THARAKA,13,THARAKA-NITHI,7498,8076,15574,EASTERN
309,CHIAKARIGA,62,THARAKA,13,THARAKA-NITHI,16665,18014,34679,EASTERN
310,MARIMANTI,62,THARAKA,13,THARAKA-NITHI,14482,15387,29869,EASTERN
311,RUGURU-NGANDORI,63,MANYATTA,14,EMBU,13517,14408,27925,EASTERN
312,KITHIMU,63,MANYATTA,14,EMBU,9329,9670,18999,EASTERN
313,NGINDA,63,MANYATTA,14,EMBU,14162,14349,28511,EASTERN
314,MBETI NORTH,63,MANYATTA,14,EMBU,16747,16721,33468,EASTERN
315,KIRIMANI,63,MANYATTA,14,EMBU,15598,16587,32185,EASTERN
316,GATURI SOUTH,63,MANYATTA,14,EMBU,6720,6824,13544,EASTERN
317,GATURI NORTH,64,RUNYENJES,14,EMBU,11923,12475,24398,EASTERN
318,KAGAARI SOUTH,64,RUNYENJES,14,EMBU,10223,10203,20426,EASTERN
319,CENTRAL,64,RUNYENJES,14,EMBU,11589,12011,23600,EASTERN
320,KAGAARI NORTH,64,RUNYENJES,14,EMBU,12126,12826,24952,EASTERN
